seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	54823878	54824646	769	6	100	-0.270907090709071	0.270907090709071	-0.302040661369427	0.302040661369427	hypo	case	hg19	0.232046258762183	0.36	0.36	0.2	0.413269066214282	5
chr20	39968231	39969604	1374	12	100	0.291729172917292	0.291729172917292	0.290090552446234	0.290090552446234	hyper	case	hg19	0.116704327437432	0.36	0.36	0.2	0.413269066214282	5
chr20	61557774	61558123	350	9	100	0.422002200220022	0.422002200220022	0.418590201161141	0.418590201161141	hyper	case	hg19	0.0685788953950835	0.36	0.36	0.2	0.413269066214282	5
chr20	48806920	48807623	704	9	100	0.422162216221622	0.422162216221622	0.428165738455144	0.428165738455144	hyper	case	hg19	0.157754808236825	0.36	0.36	0.2	0.413269066214282	5
chr20	55926117	55926623	507	9	100	0.264666466646665	0.264666466646665	0.24748887828515	0.24748887828515	hyper	case	hg19	0.42888195419331	0.36	0.42888195419331	0.2	0.413269066214282	5
chr20	39311637	39312602	966	5	100	0.348874887488749	0.348874887488749	0.357535030670321	0.357535030670321	hyper	case	hg19	0.205326200125477	0.36	0.36	0.2	0.413269066214282	5
chr20	62367372	62368256	885	9	100	0.331053105310531	0.331053105310531	0.331145949428808	0.331145949428808	hyper	case	hg19	0.955526102971806	0.36	0.955526102971806	1.3	0.842949189257917	5
chr20	30195969	30196714	746	6	100	-0.231933193319332	0.231933193319332	-0.226445833234323	0.226445833234323	hypo	case	hg19	0.208223946617164	0.36	0.36	0.2	0.413269066214282	5
chr20	3643863	3644719	857	7	100	-0.402620262026203	0.402620262026203	-0.402834787379994	0.402834787379994	hypo	case	hg19	0.156625719633698	0.36	0.36	0.2	0.413269066214282	5
chr21	46077454	46077731	278	5	100	-0.166056605660566	0.166056605660566	-0.13712463661877	0.13712463661877	hypo	case	hg19	0.363721175381227	0.36	0.363721175381227	0.2	0.413269066214282	5
chr20	30134929	30135362	434	10	100	0.357135713571357	0.357135713571357	0.367284845642067	0.367284845642067	hyper	case	hg19	0.99	0.36	0.99	1.3	0.842949189257917	5
chr20	61885249	61886587	1339	13	100	0.351355135513551	0.351355135513551	0.348126738273222	0.348126738273222	hyper	case	hg19	0.331477183459374	0.36	0.36	0.2	0.413269066214282	5
chr21	26979779	26980353	575	6	100	0.272367236723672	0.272367236723672	0.271042940542882	0.271042940542882	hyper	case	hg19	0.130160266738648	0.36	0.36	0.2	0.413269066214282	5
chr21	36259067	36259797	731	5	100	-0.364476447644765	0.364476447644765	-0.38780246313862	0.38780246313862	hypo	case	hg19	0.314165852815515	0.36	0.36	0.2	0.413269066214282	5
chr20	26188639	26189240	602	7	100	0.4002600260026	0.4002600260026	0.403952260630261	0.403952260630261	hyper	case	hg19	0.383609349693601	0.36	0.383609349693601	0.2	0.413269066214282	5
chr21	47604052	47605174	1123	7	100	0.290969096909691	0.290969096909691	0.271077957681938	0.271077957681938	hyper	case	hg19	0.547711113735306	0.36	0.547711113735306	0.3	0.606363158428286	5
chr20	31261784	31262314	531	5	100	0.217761776177618	0.217761776177618	0.20006903033111	0.20006903033111	hyper	case	hg19	0.282410848780821	0.36	0.36	0.2	0.413269066214282	5
chr20	56293564	56294175	612	5	100	0.291969196919692	0.291969196919692	0.296856541574815	0.296856541574815	hyper	case	hg19	0.212210852122992	0.36	0.36	0.2	0.413269066214282	5
chr20	2634697	2635586	890	5	100	-0.222582258225823	0.222582258225823	-0.231619273894107	0.231619273894107	hypo	case	hg19	0.229721826942855	0.36	0.36	0.2	0.413269066214282	5
chr20	1165065	1165703	639	6	100	-0.285148514851485	0.285148514851485	-0.271376121388528	0.271376121388528	hypo	case	hg19	0.464363151097811	0.36	0.464363151097811	0.2	0.413269066214282	5
chr20	57797319	57798303	985	5	100	0.186838683868387	0.186838683868387	0.211496703464717	0.211496703464717	hyper	case	hg19	0.195578587711078	0.36	0.36	0.2	0.413269066214282	5
chr20	31780882	31781697	816	8	100	-0.383188318831883	0.383188318831883	-0.387924176710532	0.387924176710532	hypo	case	hg19	0.409653568911419	0.36	0.409653568911419	0.2	0.413269066214282	5
chr20	25061762	25063052	1291	11	100	0.323292329232923	0.323292329232923	0.331144448552294	0.331144448552294	hyper	case	hg19	0.179210338125211	0.36	0.36	0.2	0.413269066214282	5
chr20	57462798	57464002	1205	35	100	-0.322752275227523	0.322752275227523	-0.337576178080565	0.337576178080565	hypo	case	hg19	0.457061271841583	0.36	0.457061271841583	0.2	0.413269066214282	5
chr21	43098516	43099460	945	7	100	0.267786778677868	0.267786778677868	0.27127572657694	0.27127572657694	hyper	case	hg19	0.286833232686691	0.36	0.36	0.2	0.413269066214282	5
chr20	17549599	17551166	1568	12	100	0.361186118611861	0.361186118611861	0.378703471085508	0.378703471085508	hyper	case	hg19	0.112302856005732	0.36	0.36	0.2	0.413269066214282	5
chr21	35746798	35747882	1085	11	100	0.377077707770777	0.377077707770777	0.384233169954868	0.384233169954868	hyper	case	hg19	0.126587550642907	0.36	0.36	0.2	0.413269066214282	5
