seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	37832940	37836021	3082	56	20.75	-0.267579189811339	0.267579189811339	-0.292755148217992	0.292755148217992	hypo	case		0.388326155634006	0.33	0.388326155634006	0.3	0.360465065495751	5
chr21	37375594	37379288	3695	118	24.3652542372881	-0.252210405200584	0.252210405200584	-0.293308699492973	0.293308699492973	hypo	case		0.463457676358387	0.33	0.463457676358387	0.4	0.432372621708254	5
chr20	60590541	60594789	4249	76	21.1401315789474	-0.255213343253849	0.255213343253849	-0.286792071384459	0.286792071384459	hypo	case		0.195644587988651	0.33	0.33	0.2	0.328363293596462	5
chr20	34743570	34748186	4617	52	19.6278846153846	-0.243420305614889	0.243420305614889	-0.289649616763437	0.289649616763437	hypo	case		0.106925668294464	0.33	0.33	0.2	0.328363293596462	5
chr20	39129593	39131935	2343	54	22.5175925925926	-0.274003594516377	0.274003594516377	-0.300466050890421	0.300466050890421	hypo	case		0.321871203509584	0.33	0.33	0.2	0.328363293596462	5
chr21	8821458	8826454	4997	72	37.1305555555556	0.261583379811231	0.261583379811231	0.270004945171087	0.270004945171087	hyper	case		0.134429546080129	0.33	0.33	0.2	0.328363293596462	5
chr20	14371461	14375764	4304	56	21.9803571428571	-0.287103296504165	0.287103296504165	-0.327910559965419	0.327910559965419	hypo	case		0.231266122333951	0.33	0.33	0.2	0.328363293596462	5
chr21	33208028	33210600	2573	54	22.7722222222222	-0.329913038170901	0.329913038170901	-0.353024376031771	0.353024376031771	hypo	case		0.125652177158763	0.33	0.33	0.2	0.328363293596462	5
chr20	39265351	39269737	4387	84	19.6636904761905	-0.25920612128303	0.25920612128303	-0.297679161627608	0.297679161627608	hypo	case		0.291787411429683	0.33	0.33	0.2	0.328363293596462	5
chr21	39044913	39046727	1815	54	21.1907407407407	-0.279555368541612	0.279555368541612	-0.311562273363058	0.311562273363058	hypo	case		0.205348604377487	0.33	0.33	0.2	0.328363293596462	5
chr21	40637819	40642429	4611	131	22.0896946564886	0.277607697217451	0.277607697217451	0.312526639686562	0.312526639686562	hyper	case		0.15401507015936	0.33	0.33	0.2	0.328363293596462	5
chr20	9831222	9833874	2653	50	25.123	-0.273355422876014	0.273355422876014	-0.307462231213733	0.307462231213733	hypo	case		0.239806251693891	0.33	0.33	0.2	0.328363293596462	5
chr20	52429005	52431791	2787	53	20.3981132075472	-0.253687124935011	0.253687124935011	-0.291720545045074	0.291720545045074	hypo	case		0.319538677423416	0.33	0.33	0.2	0.328363293596462	5
chr21	5156226	5161175	4950	203	11.7581280788177	-0.294076929334282	0.294076929334282	-0.328276035395693	0.328276035395693	hypo	case		0.331537989973399	0.33	0.331537989973399	0.2	0.328363293596462	5
chr20	18601074	18602842	1769	76	23.1546052631579	-0.278566709104324	0.278566709104324	-0.306734419688375	0.306734419688375	hypo	case		0.192780187393639	0.33	0.33	0.2	0.328363293596462	5
chr20	55474467	55477786	3320	54	24.0314814814815	-0.309885811319323	0.309885811319323	-0.333898594076008	0.333898594076008	hypo	case		0.219566703515218	0.33	0.33	0.2	0.328363293596462	5
chr20	35836524	35839378	2855	110	21.4531818181818	-0.233031317683029	0.233031317683029	-0.238166226604386	0.238166226604386	hypo	case		0.370228576926577	0.33	0.370228576926577	0.3	0.360465065495751	5
chr20	21158856	21163244	4389	76	23.1631578947368	-0.289191384000921	0.289191384000921	-0.313356545572479	0.313356545572479	hypo	case		0.749973908854536	0.33	0.749973908854536	2.8	0.682213840132396	5
chr21	26832014	26834233	2220	64	20.77421875	-0.299181133847357	0.299181133847357	-0.336562801100751	0.336562801100751	hypo	case		0.15335917267406	0.33	0.33	0.2	0.328363293596462	5
chr20	29791834	29794501	2668	52	32.3394230769231	-0.259386820124574	0.259386820124574	-0.281248978706129	0.281248978706129	hypo	case		0.217449020325105	0.33	0.33	0.2	0.328363293596462	5
chr20	9222300	9226790	4491	76	19.8625	0.204062637459731	0.204062637459731	0.234462284448446	0.234462284448446	hyper	case		0.18289455029306	0.33	0.33	0.2	0.328363293596462	5
chr20	44360795	44363305	2511	60	20.42	0.26495624982772	0.26495624982772	0.275125657534158	0.275125657534158	hyper	case		0.498327184937144	0.33	0.498327184937144	0.5	0.523027894488147	5
chr20	35238145	35240484	2340	66	22.3106060606061	-0.278810471565971	0.278810471565971	-0.294080952286522	0.294080952286522	hypo	case		0.358282395740669	0.33	0.358282395740669	0.3	0.360465065495751	5
chr20	511845	516422	4578	62	22.6629032258065	-0.219723556752065	0.219723556752065	-0.25735149674958	0.25735149674958	hypo	case		0.396084212448956	0.33	0.396084212448956	0.3	0.360465065495751	5
chr21	26625036	26629146	4111	99	19.2419191919192	-0.28271789937751	0.28271789937751	-0.299108817831414	0.299108817831414	hypo	case		0.149637740145678	0.33	0.33	0.2	0.328363293596462	5
chr21	18461102	18464439	3338	57	19.3394736842105	-0.276455219974957	0.276455219974957	-0.299865182529958	0.299865182529958	hypo	case		0.403734140543753	0.33	0.403734140543753	0.4	0.432372621708254	5
chr20	13304352	13308870	4519	72	22.8645833333333	-0.255508325134039	0.255508325134039	-0.284012124853159	0.284012124853159	hypo	case		0.195656735939503	0.33	0.33	0.2	0.328363293596462	5
chr20	11410934	11413420	2487	70	21.5385714285714	-0.246731357892256	0.246731357892256	-0.294370633264832	0.294370633264832	hypo	case		0.276315700591005	0.33	0.33	0.2	0.328363293596462	5
chr20	52424034	52426133	2100	57	21.6447368421053	0.130835597202437	0.130835597202437	0.144215472022017	0.144215472022017	hyper	case		0.621434399823695	0.33	0.621434399823695	2.4	0.624549067415542	5
chr20	24447447	24450373	2927	84	22.4113095238095	-0.290388133645138	0.290388133645138	-0.31263263502583	0.31263263502583	hypo	case		0.497528147650744	0.33	0.497528147650744	0.5	0.523027894488147	5
chr21	10474629	10478091	3463	50	73.848	-0.224048777553571	0.224048777553571	-0.222686091892731	0.222686091892731	hypo	case		0.34052679934363	0.33	0.34052679934363	0.2	0.328363293596462	5
chr21	24593156	24595346	2191	54	23.3796296296296	-0.290054738341567	0.290054738341567	-0.292070447462038	0.292070447462038	hypo	case		0.56093758824295	0.33	0.56093758824295	0.6	0.531925724845128	5
chr21	20640165	20641615	1451	52	23.5759615384615	-0.283713075828214	0.283713075828214	-0.292699686589073	0.292699686589073	hypo	case		0.147407945369438	0.33	0.33	0.2	0.328363293596462	5
chr20	23189236	23190762	1527	56	24.9098214285714	0.168949583062459	0.168949583062459	0.176074955007833	0.176074955007833	hyper	case		0.851119641787455	0.33	0.851119641787455	2.8	0.682213840132396	5
chr20	17295206	17298055	2850	54	19.6703703703704	0.304369726764947	0.304369726764947	0.310562943267674	0.310562943267674	hyper	case		0.200324139989018	0.33	0.33	0.2	0.328363293596462	5
chr20	5922060	5925063	3004	94	23.1893617021277	-0.294467107966899	0.294467107966899	-0.314316486805832	0.314316486805832	hypo	case		0.14209080229635	0.33	0.33	0.2	0.328363293596462	5
chr20	19576477	19580967	4491	102	23.5759803921569	-0.261363876502676	0.261363876502676	-0.274527796860618	0.274527796860618	hypo	case		0.466075383259907	0.33	0.466075383259907	0.4	0.432372621708254	5
