seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr21	45712938	45713719	782	6	100	-0.248834883488349	0.248834883488349	-0.25767003879523	0.25767003879523	hypo	case	hg19	0.241710690569012	0.51	0.51	0.3	0.606363158428286	5
chr20	23015624	23016753	1130	8	100	0.466386638663866	0.466386638663866	0.478946666568663	0.478946666568663	hyper	case	hg19	0.104964633208366	0.51	0.51	0.3	0.606363158428286	5
chr20	43343233	43343997	765	6	100	-0.193949394939494	0.193949394939494	-0.198738869129253	0.198738869129253	hypo	case	hg19	0.363044109339508	0.51	0.51	0.3	0.606363158428286	5
chr20	2634697	2635586	890	5	100	-0.292509250925093	0.292509250925093	-0.293366009705003	0.293366009705003	hypo	case	hg19	0.237649276623626	0.51	0.51	0.3	0.606363158428286	5
chr20	3643863	3644719	857	7	100	-0.48980898089809	0.48980898089809	-0.486089578886693	0.486089578886693	hypo	case	hg19	0.342173613495161	0.51	0.51	0.3	0.606363158428286	5
chr20	4229231	4230822	1592	7	100	0.433583358335834	0.433583358335834	0.442376892309556	0.442376892309556	hyper	case	hg19	0.46719135288701	0.51	0.51	0.3	0.606363158428286	5
chr20	32319121	32320679	1559	11	100	0.446504650465046	0.446504650465046	0.460424788535642	0.460424788535642	hyper	case	hg19	0.349216077807387	0.51	0.51	0.3	0.606363158428286	5
chr20	22566877	22568116	1240	10	100	0.348514851485149	0.348514851485149	0.3390955130688	0.3390955130688	hyper	case	hg19	0.22275018540131	0.51	0.51	0.3	0.606363158428286	5
chr20	1875565	1876215	651	5	100	0.318991899189919	0.318991899189919	0.335853482047262	0.335853482047262	hyper	case	hg19	0.180702661877751	0.51	0.51	0.3	0.606363158428286	5
chr20	48522263	48523133	871	5	100	-0.393859385938594	0.393859385938594	-0.404546047279095	0.404546047279095	hypo	case	hg19	0.156510367914377	0.51	0.51	0.3	0.606363158428286	5
chr20	35088954	35090181	1228	6	100	0.1999899989999	0.1999899989999	0.197865949343961	0.197865949343961	hyper	case	hg19	0.266550498935163	0.51	0.51	0.3	0.606363158428286	5
chr20	30195969	30196714	746	6	100	0.256135613561356	0.256135613561356	0.263252668098682	0.263252668098682	hyper	case	hg19	0.0418980297043453	0.51	0.51	0.3	0.606363158428286	5
chr21	35831871	35832364	494	10	100	0.444354435443544	0.444354435443544	0.460113287255327	0.460113287255327	hyper	case	hg19	0.212341568388066	0.51	0.51	0.3	0.606363158428286	5
chr21	32253206	32254161	956	5	100	-0.435383538353835	0.435383538353835	-0.432820204635628	0.432820204635628	hypo	case	hg19	0.516121131773956	0.51	0.516121131773956	0.3	0.606363158428286	5
chr20	20036653	20037150	498	6	100	0.30954095409541	0.30954095409541	0.288171318256473	0.288171318256473	hyper	case	hg19	0.439529263410192	0.51	0.51	0.3	0.606363158428286	5
chr20	57416221	57417233	1013	5	100	0.275167516751675	0.275167516751675	0.274247212606723	0.274247212606723	hyper	case	hg19	0.354854841920323	0.51	0.51	0.3	0.606363158428286	5
chr20	57464571	57466137	1567	31	100	0.458065806580658	0.458065806580658	0.461966543604278	0.461966543604278	hyper	case	hg19	0.505571816625709	0.51	0.51	0.3	0.606363158428286	5
chr20	61866960	61867533	574	8	100	-0.312201220122012	0.312201220122012	-0.321532182221897	0.321532182221897	hypo	case	hg19	0.51901219747841	0.51	0.51901219747841	0.3	0.606363158428286	5
chr21	45926106	45926961	856	7	100	-0.414281428142814	0.414281428142814	-0.408012005720214	0.408012005720214	hypo	case	hg19	0.21523693336894	0.51	0.51	0.3	0.606363158428286	5
chr20	1974646	1975372	727	7	100	0.33977397739774	0.33977397739774	0.335812801063928	0.335812801063928	hyper	case	hg19	0.120170574476909	0.51	0.51	0.3	0.606363158428286	5
chr20	30073209	30073576	368	6	100	0.257985798579858	0.257985798579858	0.277190909564838	0.277190909564838	hyper	case	hg19	0.106044163921052	0.51	0.51	0.3	0.606363158428286	5
chr20	57594082	57594513	432	5	100	-0.163096309630963	0.163096309630963	-0.163921333257229	0.163921333257229	hypo	case	hg19	0.275236187793639	0.51	0.51	0.3	0.606363158428286	5
chr20	17295815	17296597	783	6	100	0.414151415141514	0.414151415141514	0.410360099803995	0.410360099803995	hyper	case	hg19	0.876182521224631	0.51	0.876182521224631	1.3	0.842949189257917	5
