seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	12003295	12004294	1000	54	20.8925925925926	-0.277092140672917	0.277092140672917	-0.277397304059377	0.277397304059377	hypo	case		0.202056563252034	0.68	0.68	2.8	0.682213840132396	5
chr20	26149120	26152889	3770	76	22.2960526315789	-0.227719468153523	0.227719468153523	-0.218851882220038	0.218851882220038	hypo	case		0.4579994186067	0.68	0.68	2.8	0.682213840132396	5
chr20	29400822	29405189	4368	64	32.184375	-0.166683335521578	0.166683335521578	-0.188708375204207	0.188708375204207	hypo	case		0.273223854188846	0.68	0.68	2.8	0.682213840132396	5
chr20	52410228	52412491	2264	85	22.3817647058824	-0.235974615826743	0.235974615826743	-0.23497432887226	0.23497432887226	hypo	case		0.263570863739826	0.68	0.68	2.8	0.682213840132396	5
chr20	14047971	14051578	3608	74	19.2486486486486	-0.224434993016523	0.224434993016523	-0.244318578558198	0.244318578558198	hypo	case		0.122495643893974	0.68	0.68	2.8	0.682213840132396	5
chr21	25981846	25985411	3566	60	22.2558333333333	0.128495148966953	0.128495148966953	0.127134580060018	0.127134580060018	hyper	case		0.608002773849955	0.68	0.68	2.8	0.682213840132396	5
chr21	13363313	13366605	3293	78	23.1410256410256	0.149242355012204	0.149242355012204	0.185424578206175	0.185424578206175	hyper	case		0.345322956267444	0.68	0.68	2.8	0.682213840132396	5
chr20	54839092	54841773	2682	56	25.1955357142857	-0.207294399595283	0.207294399595283	-0.209066611190716	0.209066611190716	hypo	case		0.203994507471933	0.68	0.68	2.8	0.682213840132396	5
chr20	28828306	28832511	4206	66	25.0628787878788	0.130623288430675	0.130623288430675	0.122896179539892	0.131134316748037	hyper	case		0.523937186324582	0.68	0.68	2.8	0.682213840132396	5
chr21	22623964	22627939	3976	78	21.4108974358974	-0.298331002341747	0.298331002341747	-0.316520491673361	0.316520491673361	hypo	case		0.593085720896431	0.68	0.68	2.8	0.682213840132396	5
chr20	29625048	29628738	3691	66	20.1962121212121	0.16561584369363	0.16561584369363	0.17767448559963	0.17767448559963	hyper	case		0.330343678221137	0.68	0.68	2.8	0.682213840132396	5
chr21	39927699	39931709	4011	84	23.6577380952381	0.13801291910105	0.13801291910105	0.153424282397259	0.154297887402444	hyper	case		0.112412085938774	0.68	0.68	2.8	0.682213840132396	5
chr20	38819415	38821155	1741	64	21.740625	-0.196095400653145	0.196095400653145	-0.215603683738866	0.215603683738866	hypo	case		0.449517927564705	0.68	0.68	2.8	0.682213840132396	5
chr20	23793501	23795257	1757	53	18.7028301886792	-0.161235280420063	0.161235280420063	-0.203795976735689	0.203795976735689	hypo	case		0.476355417244276	0.68	0.68	2.8	0.682213840132396	5
chr20	31370659	31375448	4790	108	21.2925925925926	0.072906241166098	0.072906241166098	0.087924402684135	0.0987717753010287	hyper	case		0.317859796702888	0.68	0.68	2.8	0.682213840132396	5
chr20	20602707	20606501	3795	74	20.7878378378378	0.179221832491568	0.179221832491568	0.198372866022583	0.203047603177375	hyper	case		0.528074651746488	0.68	0.68	2.8	0.682213840132396	5
chr21	13873681	13876958	3278	55	27.6581818181818	-0.145354877918379	0.145354877918379	-0.141858757645429	0.141858757645429	hypo	case		0.315484517947774	0.68	0.68	2.8	0.682213840132396	5
chr21	18776643	18780786	4144	60	19.4866666666667	-0.226230068911581	0.226230068911581	-0.246317296629741	0.246317296629741	hypo	case		0.388415135577133	0.68	0.68	2.8	0.682213840132396	5
chr20	2363853	2367676	3824	84	24.5232142857143	-0.18067423976938	0.18067423976938	-0.213133582999188	0.213133582999188	hypo	case		0.250339671670023	0.68	0.68	2.8	0.682213840132396	5
chr20	37489027	37491252	2226	56	21.6553571428571	-0.206233451248965	0.206233451248965	-0.215877997001694	0.215877997001694	hypo	case		0.300097539092972	0.68	0.68	2.8	0.682213840132396	5
chr20	32287253	32291051	3799	92	20.9625	0.184277929014937	0.184277929014937	0.198294345201532	0.198294345201532	hyper	case		0.289760061460635	0.68	0.68	2.8	0.682213840132396	5
chr20	59369748	59373872	4125	96	24.0296875	-0.232844445243078	0.232844445243078	-0.209741817451499	0.209741817451499	hypo	case		0.340785705260124	0.68	0.68	2.8	0.682213840132396	5
chr20	10877964	10882371	4408	86	23.2511627906977	-0.235013758946729	0.235013758946729	-0.238471951098744	0.238471951098744	hypo	case		0.201107388912059	0.68	0.68	2.8	0.682213840132396	5
chr20	227737	231246	3510	52	20.3980769230769	-0.201701290351405	0.201701290351405	-0.224952795131462	0.224952795131462	hypo	case		0.20067628662891	0.68	0.68	2.8	0.682213840132396	5
chr21	40399522	40402539	3018	66	21.7795454545455	0.0959484472884146	0.0959484472884146	0.115896956214354	0.124431711524905	hyper	case		0.293980989670342	0.68	0.68	2.8	0.682213840132396	5
chr20	41576298	41579601	3304	90	23.475	0.107363028499727	0.107363028499727	0.129291082035736	0.130708703204117	hyper	case		0.251704532587777	0.68	0.68	2.8	0.682213840132396	5
chr21	13905335	13910322	4988	92	21.9510869565217	-0.204712425104933	0.204712425104933	-0.20529274930071	0.20529274930071	hypo	case		0.179688172533835	0.68	0.68	2.8	0.682213840132396	5
chr21	7138148	7139301	1154	52	18.5576923076923	-0.239100419413908	0.239100419413908	-0.215455403243003	0.215455403243003	hypo	case		0.2216134664341	0.68	0.68	2.8	0.682213840132396	5
chr20	10500262	10502612	2351	58	22.675	0.0904510630479988	0.0904510630479988	0.0847451087422722	0.106627113053722	hyper	case		0.499369689172586	0.68	0.68	2.8	0.682213840132396	5
chr20	23887578	23891358	3781	72	24.3902777777778	0.152159252234337	0.152159252234337	0.163017098952803	0.163017098952803	hyper	case		0.587601571033468	0.68	0.68	2.8	0.682213840132396	5
chr21	28401323	28404667	3345	82	20.465243902439	-0.255416283974809	0.255416283974809	-0.253991708037614	0.253991708037614	hypo	case		0.0897966203046265	0.68	0.68	2.8	0.682213840132396	5
chr21	15891779	15894408	2630	50	18.403	0.119371043873306	0.119371043873306	0.108082689318335	0.117636695291473	hyper	case		0.460681964860178	0.68	0.68	2.8	0.682213840132396	5
chr20	6139523	6143192	3670	68	20.6110294117647	0.189687247027686	0.189687247027686	0.208220171544139	0.208220171544139	hyper	case		0.475351359549946	0.68	0.68	2.8	0.682213840132396	5
chr20	1788053	1790994	2942	66	23.5333333333333	-0.264748094704093	0.264748094704093	-0.283554244039667	0.283554244039667	hypo	case		0.760347680064024	0.68	0.760347680064024	2.8	0.682213840132396	5
chr20	1818861	1821749	2889	72	22.0201388888889	-0.240234126290753	0.240234126290753	-0.233591286132366	0.233591286132366	hypo	case		0.188536774833901	0.68	0.68	2.8	0.682213840132396	5
chr20	11445243	11448724	3482	52	24.8759615384615	0.091629581408453	0.091629581408453	0.0969584296257587	0.104802523059714	hyper	case		0.789154889757077	0.68	0.789154889757077	2.8	0.682213840132396	5
chr20	49212601	49214513	1913	56	24.3803571428571	-0.286789136225277	0.286789136225277	-0.299067459038649	0.299067459038649	hypo	case		0.392408989981202	0.68	0.68	2.8	0.682213840132396	5
