seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr21	44179876	44183593	3718	92	11.670652173913	-0.298753726090946	0.298753726090946	-0.315551576339471	0.315551576339471	hypo	case		0.152872786721241	0.48	0.48	0.5	0.523027894488147	5
chr21	17792846	17797383	4538	51	21.0892156862745	-0.255897369841367	0.255897369841367	-0.242638132592632	0.242638132592632	hypo	case		0.114046114531178	0.48	0.48	0.5	0.523027894488147	5
chr20	8853360	8855016	1657	50	21.511	0.230482840919276	0.230482840919276	0.260184101852915	0.260184101852915	hyper	case		0.124637212978123	0.48	0.48	0.5	0.523027894488147	5
chr20	48412931	48415284	2354	54	22.3194444444444	-0.315337457410366	0.315337457410366	-0.323733658312534	0.323733658312534	hypo	case		0.0708736880644245	0.48	0.48	0.5	0.523027894488147	5
chr21	13473745	13476485	2741	50	21.102	-0.140907303072553	0.140907303072553	-0.157072391961783	0.157072391961783	hypo	case		0.723185240787003	0.48	0.723185240787003	2.8	0.682213840132396	5
chr20	37624144	37627690	3547	60	23.2283333333333	0.199804761482448	0.199804761482448	0.195782166289768	0.195782166289768	hyper	case		0.245874091555309	0.48	0.48	0.5	0.523027894488147	5
chr20	19200999	19201551	553	50	21.086	-0.281293750951513	0.281293750951513	-0.295731773440534	0.295731773440534	hypo	case		0.404659902790503	0.48	0.48	0.5	0.523027894488147	5
chr21	33703692	33706216	2525	70	19.005	0.241545168764162	0.241545168764162	0.260833271237884	0.260833271237884	hyper	case		0.625364487081575	0.48	0.625364487081575	0.8	0.625001640011956	5
chr20	52638346	52642635	4290	76	21.8875	-0.267660254414396	0.267660254414396	-0.284638250528989	0.284638250528989	hypo	case		0.427791439461052	0.48	0.48	0.5	0.523027894488147	5
chr21	25183564	25186193	2630	58	20.8241379310345	-0.275981389939771	0.275981389939771	-0.279800242101124	0.279800242101124	hypo	case		0.10441523471428	0.48	0.48	0.5	0.523027894488147	5
chr20	23548421	23551315	2895	55	20.1018181818182	-0.277123635875945	0.277123635875945	-0.286275521349003	0.286275521349003	hypo	case		0.290347371805564	0.48	0.48	0.5	0.523027894488147	5
chr20	16607153	16609814	2662	60	21.9608333333333	-0.22358292469679	0.22358292469679	-0.239350832177279	0.239350832177279	hypo	case		0.260229628129006	0.48	0.48	0.5	0.523027894488147	5
chr21	29049023	29053321	4299	90	22.7977777777778	-0.239624724315823	0.239624724315823	-0.268343187616699	0.268343187616699	hypo	case		0.232165806878535	0.48	0.48	0.5	0.523027894488147	5
chr20	19403609	19406214	2606	56	20.2642857142857	-0.268750577879667	0.268750577879667	-0.284456595848169	0.284456595848169	hypo	case		0.11689023474293	0.48	0.48	0.5	0.523027894488147	5
chr21	40295315	40297730	2416	66	22.8863636363636	-0.258673599662975	0.258673599662975	-0.290394530395098	0.290394530395098	hypo	case		0.449299103115507	0.48	0.48	0.5	0.523027894488147	5
chr21	30595700	30598876	3177	81	21.2425925925926	-0.286081245551834	0.286081245551834	-0.294651991342946	0.294651991342946	hypo	case		0.498672897372829	0.48	0.498672897372829	0.5	0.523027894488147	5
