seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr21	37851847	37852822	976	6	100	-0.258215821582158	0.258215821582158	-0.26694365893678	0.26694365893678	hypo	case	hg19	0.542646029127526	0.48	0.542646029127526	0.3	0.606363158428286	5
chr20	54823878	54824646	769	6	100	-0.145184518451845	0.145184518451845	-0.150957037801023	0.150957037801023	hypo	case	hg19	0.737578596793743	0.48	0.737578596793743	3	0.738571214364806	5
chr20	21489870	21490665	796	5	100	-0.124312431243124	0.124312431243124	-0.12646165118786	0.12646165118786	hypo	case	hg19	0.309414752246639	0.48	0.48	0.2	0.413269066214282	5
chr20	43378461	43379501	1041	6	100	-0.22017201720172	0.22017201720172	-0.206265589703712	0.206265589703712	hypo	case	hg19	0.542757714544953	0.48	0.542757714544953	0.3	0.606363158428286	5
chr20	61926731	61927820	1090	5	100	-0.138553855385539	0.138553855385539	-0.131833127350923	0.131833127350923	hypo	case	hg19	0.200440660859408	0.48	0.48	0.2	0.413269066214282	5
chr20	50385285	50386166	882	5	100	0.222642264226423	0.222642264226423	0.209752410043333	0.209752410043333	hyper	case	hg19	0.2226966136766	0.48	0.48	0.2	0.413269066214282	5
chr21	33031392	33032656	1265	11	100	0.358135813581358	0.358135813581358	0.364360953420799	0.364360953420799	hyper	case	hg19	0.363432582343981	0.48	0.48	0.2	0.413269066214282	5
chr20	23015624	23016753	1130	8	100	-0.315291529152915	0.315291529152915	-0.323278733857723	0.323278733857723	hypo	case	hg19	0.346568529467298	0.48	0.48	0.2	0.413269066214282	5
chr21	38072998	38074478	1481	7	100	0.300690069006901	0.300690069006901	0.304651682485792	0.304651682485792	hyper	case	hg19	0.151370128418249	0.48	0.48	0.2	0.413269066214282	5
chr21	46850449	46850840	392	5	100	-0.337113711371137	0.337113711371137	-0.340989197178294	0.340989197178294	hypo	case	hg19	0.248706864440354	0.48	0.48	0.2	0.413269066214282	5
chr20	44746392	44747351	960	12	100	0.317831783178318	0.317831783178318	0.325008350214098	0.325008350214098	hyper	case	hg19	0.702511440648614	0.48	0.702511440648614	2	0.702046139072512	5
chr21	45874614	45875534	921	5	100	0.284848484848485	0.284848484848485	0.291828568442913	0.291828568442913	hyper	case	hg19	0.192702965569245	0.48	0.48	0.2	0.413269066214282	5
chr21	19190629	19192138	1510	10	100	0.278127812781278	0.278127812781278	0.286168243876705	0.286168243876705	hyper	case	hg19	0.0206498089427452	0.48	0.48	0.2	0.413269066214282	5
chr20	3662512	3663421	910	6	100	0.223632363236324	0.223632363236324	0.226135347991989	0.226135347991989	hyper	case	hg19	0.540932295086409	0.48	0.540932295086409	0.3	0.606363158428286	5
chr20	3761916	3762520	605	7	100	0.248964896489649	0.248964896489649	0.260191608845933	0.260191608845933	hyper	case	hg19	0.467292665051351	0.48	0.48	0.2	0.413269066214282	5
chr20	62205530	62205981	452	9	100	0.306850685068507	0.306850685068507	0.301519163511977	0.301519163511977	hyper	case	hg19	0.284971183159661	0.48	0.48	0.2	0.413269066214282	5
chr20	33577058	33578094	1037	7	100	-0.148014801480148	0.148014801480148	-0.138142300197143	0.138142300197143	hypo	case	hg19	0.15157650171713	0.48	0.48	0.2	0.413269066214282	5
chr20	56293564	56294175	612	5	100	0.35029502950295	0.35029502950295	0.351789543741963	0.351789543741963	hyper	case	hg19	0.707403492443975	0.48	0.707403492443975	2.8	0.706456176864379	5
chr20	62492074	62493317	1244	8	100	-0.248904890489049	0.248904890489049	-0.255983589977397	0.255983589977397	hypo	case	hg19	0.0062723784058104	0.48	0.48	0.2	0.413269066214282	5
chr20	30406582	30407388	807	12	100	-0.315781578157816	0.315781578157816	-0.312757250248941	0.312757250248941	hypo	case	hg19	0.302414345990285	0.48	0.48	0.2	0.413269066214282	5
chr21	44473496	44474019	524	5	100	-0.201660166016602	0.201660166016602	-0.213533919579422	0.213533919579422	hypo	case	hg19	0.242109459611474	0.48	0.48	0.2	0.413269066214282	5
chr21	43823604	43824262	659	8	100	-0.308250825082508	0.308250825082508	-0.328230871862238	0.328230871862238	hypo	case	hg19	0.130415934200626	0.48	0.48	0.2	0.413269066214282	5
chr20	42085839	42086476	638	11	100	0.261286128612861	0.261286128612861	0.25295749566015	0.25295749566015	hyper	case	hg19	0.725327933802653	0.48	0.725327933802653	0.5	0.729176232612101	5
chr20	11870440	11872261	1822	12	100	0.291559155915592	0.291559155915592	0.305700853930397	0.305700853930397	hyper	case	hg19	0.274833759613964	0.48	0.48	0.2	0.413269066214282	5
chr20	2489047	2490109	1063	14	100	0.330533053305331	0.330533053305331	0.33411791656171	0.33411791656171	hyper	case	hg19	0.490453695811639	0.48	0.490453695811639	0.2	0.413269066214282	5
