seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	44640353	44641469	1117	5	100	0.264346434643464	0.264346434643464	0.26912838721356	0.26912838721356	hyper	case	hg19	0.190064450729706	0.63	0.63	0.3	0.606363158428286	5
chr20	61923848	61924802	955	5	100	-0.158635863586359	0.158635863586359	-0.159224872380447	0.159224872380447	hypo	case	hg19	0.390533280176606	0.63	0.63	0.3	0.606363158428286	5
chr20	55835020	55836676	1657	5	100	-0.289148914891489	0.289148914891489	-0.297232401067833	0.297232401067833	hypo	case	hg19	0.251508243225546	0.63	0.63	0.3	0.606363158428286	5
chr20	57462798	57464002	1205	35	100	0.334653465346535	0.334653465346535	0.334017546069196	0.334017546069196	hyper	case	hg19	0.238455323369018	0.63	0.63	0.3	0.606363158428286	5
chr20	32856747	32857227	481	6	100	0.316441644164416	0.316441644164416	0.314544084379015	0.314544084379015	hyper	case	hg19	0.204126569630159	0.63	0.63	0.3	0.606363158428286	5
chr20	32250035	32250213	179	5	100	-0.308830883088309	0.308830883088309	-0.314386151375394	0.314386151375394	hypo	case	hg19	0.105039343147049	0.63	0.63	0.3	0.606363158428286	5
chr20	590799	591400	602	7	100	0.387558755875588	0.387558755875588	0.38142266019632	0.38142266019632	hyper	case	hg19	0.0997771525542988	0.63	0.63	0.3	0.606363158428286	5
chr20	31261784	31262314	531	5	100	0.193199319931993	0.193199319931993	0.207092801253485	0.207092801253485	hyper	case	hg19	0.279583795484644	0.63	0.63	0.3	0.606363158428286	5
chr20	30457834	30458745	912	13	100	0.264406440644064	0.264406440644064	0.261904568177555	0.261904568177555	hyper	case	hg19	0.190653536855881	0.63	0.63	0.3	0.606363158428286	5
chr20	60697038	60697728	691	8	100	0.301110111011101	0.301110111011101	0.304792385554065	0.304792385554065	hyper	case	hg19	0.455358081769572	0.63	0.63	0.3	0.606363158428286	5
chr20	48598378	48599682	1305	11	100	0.250645064506451	0.250645064506451	0.256825877773014	0.256825877773014	hyper	case	hg19	0.362231809693626	0.63	0.63	0.3	0.606363158428286	5
chr20	5485144	5485873	730	9	100	-0.226822682268227	0.226822682268227	-0.23429778971303	0.23429778971303	hypo	case	hg19	0.264794851209511	0.63	0.63	0.3	0.606363158428286	5
chr20	57765315	57766896	1582	10	100	-0.383678367836784	0.383678367836784	-0.385464376050436	0.385464376050436	hypo	case	hg19	0.253114556633622	0.63	0.63	0.3	0.606363158428286	5
chr21	38580129	38580812	684	5	100	-0.103950395039504	0.103950395039504	-0.102993808057823	0.102993808057823	hypo	case	hg19	0.111297379099595	0.63	0.63	0.3	0.606363158428286	5
chr20	2516256	2517613	1358	8	100	-0.352305230523052	0.352305230523052	-0.358581366314718	0.358581366314718	hypo	case	hg19	0.507564630927071	0.63	0.63	0.3	0.606363158428286	5
chr20	32254216	32256071	1856	6	100	0.248054805480548	0.248054805480548	0.25967302612073	0.25967302612073	hyper	case	hg19	0.0881888198122514	0.63	0.63	0.3	0.606363158428286	5
chr20	17662865	17663972	1108	6	100	0.317081708170817	0.317081708170817	0.330381201932478	0.330381201932478	hyper	case	hg19	0.280193390353597	0.63	0.63	0.3	0.606363158428286	5
chr20	3712795	3713584	790	7	100	0.265066506650665	0.265066506650665	0.251214039251166	0.251214039251166	hyper	case	hg19	0.497577171845008	0.63	0.63	0.3	0.606363158428286	5
chr20	61915437	61916279	843	5	100	-0.325812581258126	0.325812581258126	-0.342692651014409	0.342692651014409	hypo	case	hg19	0.239911436073983	0.63	0.63	0.3	0.606363158428286	5
chr20	31331814	31332353	540	6	100	0.10946094609461	0.10946094609461	0.110955918785292	0.110955918785292	hyper	case	hg19	0.99	0.63	0.99	1.3	0.842949189257917	5
chr21	46850449	46850840	392	5	100	-0.403560356035604	0.403560356035604	-0.406095545231812	0.406095545231812	hypo	case	hg19	0.332820453799789	0.63	0.63	0.3	0.606363158428286	5
chr21	36041334	36043248	1915	13	100	0.248484848484849	0.248484848484849	0.262037099310168	0.262037099310168	hyper	case	hg19	0.187067406381227	0.63	0.63	0.3	0.606363158428286	5
chr20	32319121	32320679	1559	11	100	0.286328632863286	0.286328632863286	0.306383773876628	0.306383773876628	hyper	case	hg19	0.99	0.63	0.99	1.3	0.842949189257917	5
chr21	40817303	40818036	734	8	100	0.393739373937394	0.393739373937394	0.386683511395145	0.386683511395145	hyper	case	hg19	0.121426462255382	0.63	0.63	0.3	0.606363158428286	5
chr20	42135422	42137384	1963	9	100	0.331853185318532	0.331853185318532	0.326954873859276	0.326954873859276	hyper	case	hg19	0.168912986036702	0.63	0.63	0.3	0.606363158428286	5
chr20	45179157	45179413	257	6	100	0.247874787478748	0.247874787478748	0.261833611978495	0.261833611978495	hyper	case	hg19	0.689851754142464	0.63	0.689851754142464	2.2	0.692757656839758	5
chr20	21371547	21372807	1261	7	100	0.227062706270627	0.227062706270627	0.242393160831501	0.242393160831501	hyper	case	hg19	0.183459264896448	0.63	0.63	0.3	0.606363158428286	5
chr21	47580410	47582351	1942	7	100	-0.297129712971297	0.297129712971297	-0.298514481551581	0.298514481551581	hypo	case	hg19	0.452884712209021	0.63	0.63	0.3	0.606363158428286	5
chr20	35273933	35275710	1778	12	100	0.384828482848285	0.384828482848285	0.394098492612161	0.394098492612161	hyper	case	hg19	0.482316751093232	0.63	0.63	0.3	0.606363158428286	5
chr20	36974445	36975083	639	6	100	-0.330933093309331	0.330933093309331	-0.33281524110547	0.33281524110547	hypo	case	hg19	0.248953691566297	0.63	0.63	0.3	0.606363158428286	5
chr21	15587812	15588848	1037	10	100	0.287308730873087	0.287308730873087	0.286873262746506	0.286873262746506	hyper	case	hg19	0.447421294335767	0.63	0.63	0.3	0.606363158428286	5
chr20	30696538	30697524	987	13	100	0.277107710771077	0.277107710771077	0.283435738225376	0.283435738225376	hyper	case	hg19	0.668585615649047	0.63	0.668585615649047	2.2	0.692757656839758	5
chr20	9818397	9819820	1424	11	100	0.206480648064806	0.206480648064806	0.204634434818896	0.204634434818896	hyper	case	hg19	0.302498048546263	0.63	0.63	0.3	0.606363158428286	5
chr20	58508076	58509559	1484	9	100	0.357375737573757	0.357375737573757	0.358308688277588	0.358308688277588	hyper	case	hg19	0.359135076952626	0.63	0.63	0.3	0.606363158428286	5
