seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr21	35593156	35596666	3511	68	19.8183823529412	-0.228472260536797	0.228472260536797	-0.246675349151857	0.246675349151857	hypo	case		0.159648446225605	0.66	0.66	1.2	0.660966753580126	5
chr20	28925394	28929151	3758	76	24.8914473684211	-0.185791620700981	0.185791620700981	-0.175533051540859	0.175533051540859	hypo	case		0.274484075061134	0.66	0.66	1.2	0.660966753580126	5
chr21	35402761	35405978	3218	87	21.1281609195402	-0.325649853004084	0.325649853004084	-0.333156619140684	0.333156619140684	hypo	case		0.321507680474681	0.66	0.66	1.2	0.660966753580126	5
chr20	59658397	59660487	2091	54	24.6787037037037	-0.233346458805439	0.233346458805439	-0.247964217922547	0.247964217922547	hypo	case		0.323330239232369	0.66	0.66	1.2	0.660966753580126	5
chr20	48533765	48537386	3622	82	21.5487804878049	-0.252926063171193	0.252926063171193	-0.271757725160239	0.271757725160239	hypo	case		0.394239586263025	0.66	0.66	1.2	0.660966753580126	5
chr20	29102088	29106656	4569	72	50.7986111111111	0.203750981120602	0.203750981120602	0.231586383460061	0.231586383460061	hyper	case		0.159468058175214	0.66	0.66	1.2	0.660966753580126	5
chr21	25173524	25176271	2748	54	21.1851851851852	-0.244447710489435	0.244447710489435	-0.27022259098137	0.27022259098137	hypo	case		0.22875381855741	0.66	0.66	1.2	0.660966753580126	5
chr20	25747760	25752037	4278	121	24.3425619834711	-0.244511129378541	0.244511129378541	-0.257981883204728	0.257981883204728	hypo	case		0.177159564112985	0.66	0.66	1.2	0.660966753580126	5
chr21	15811948	15816364	4417	94	22.5313829787234	-0.273623364665599	0.273623364665599	-0.257222226039324	0.257222226039324	hypo	case		0.448736033332266	0.66	0.66	1.2	0.660966753580126	5
chr20	32287253	32291051	3799	92	20.9625	0.274654769341423	0.274654769341423	0.266172080129384	0.266172080129384	hyper	case		0.0532697498635652	0.66	0.66	1.2	0.660966753580126	5
chr21	26543163	26545937	2775	96	19.6088541666667	-0.234879083302281	0.234879083302281	-0.250779729636851	0.250779729636851	hypo	case		0.433983559340748	0.66	0.66	1.2	0.660966753580126	5
chr21	28026460	28030723	4264	54	24.4861111111111	-0.294302176252247	0.294302176252247	-0.319251581171748	0.319251581171748	hypo	case		0.34121772272138	0.66	0.66	1.2	0.660966753580126	5
chr20	54554508	54557921	3414	66	26.125	-0.272747366559061	0.272747366559061	-0.271597058915996	0.271597058915996	hypo	case		0.230443850921656	0.66	0.66	1.2	0.660966753580126	5
chr21	29963736	29968505	4770	64	23.4546875	-0.242908991612498	0.242908991612498	-0.248429891804573	0.248429891804573	hypo	case		0.436922775097406	0.66	0.66	1.2	0.660966753580126	5
chr20	60527619	60530436	2818	67	20.0276119402985	-0.199169656992648	0.199169656992648	-0.231149078921112	0.231149078921112	hypo	case		0.270439456013019	0.66	0.66	1.2	0.660966753580126	5
chr20	38856735	38859444	2710	62	19.5370967741936	-0.282812502380807	0.282812502380807	-0.302972065915368	0.302972065915368	hypo	case		0.17785779663475	0.66	0.66	1.2	0.660966753580126	5
chr20	7386347	7390453	4107	54	23.4083333333333	-0.260877411608629	0.260877411608629	-0.292917132884184	0.292917132884184	hypo	case		0.416361981712235	0.66	0.66	1.2	0.660966753580126	5
chr20	34801542	34805978	4437	118	21.7898305084746	-0.23567250809962	0.23567250809962	-0.24830687765211	0.24830687765211	hypo	case		0.293464263206075	0.66	0.66	1.2	0.660966753580126	5
chr20	53869394	53871832	2439	50	19.682	0.284595625639114	0.284595625639114	0.292903526565524	0.292903526565524	hyper	case		0.474681776033163	0.66	0.66	1.2	0.660966753580126	5
chr21	20926905	20928540	1636	52	21.4615384615385	-0.351165799149276	0.351165799149276	-0.357207360354272	0.357207360354272	hypo	case		0.269619403349077	0.66	0.66	1.2	0.660966753580126	5
chr21	30317561	30320287	2727	64	21.56953125	-0.234494059221247	0.234494059221247	-0.251293846207874	0.251293846207874	hypo	case		0.1054956425228	0.66	0.66	1.2	0.660966753580126	5
chr20	17338219	17341666	3448	74	22.4689189189189	0.217702079406001	0.217702079406001	0.229003976421846	0.229003976421846	hyper	case		0.449719702089599	0.66	0.66	1.2	0.660966753580126	5
chr21	9629082	9632574	3493	82	48.4036585365854	0.190484697042306	0.190484697042306	0.206130772491525	0.206130772491525	hyper	case		0.77501080343194	0.66	0.77501080343194	2.8	0.682213840132396	5
chr20	15604542	15608497	3956	90	20.9733333333333	-0.302128793328932	0.302128793328932	-0.314569192233464	0.314569192233464	hypo	case		0.500525864645431	0.66	0.66	1.2	0.660966753580126	5
chr21	13802010	13805839	3830	52	19.9807692307692	0.212868531781571	0.212868531781571	0.218309360366506	0.218309360366506	hyper	case		0.0722901256142486	0.66	0.66	1.2	0.660966753580126	5
chr21	32297490	32301931	4442	242	20.4537190082645	-0.291116086409933	0.291116086409933	-0.298016016630402	0.298016016630402	hypo	case		0.264215107895298	0.66	0.66	1.2	0.660966753580126	5
chr21	13277736	13281414	3679	68	21.3257352941176	-0.306411634718425	0.306411634718425	-0.336963728912574	0.336963728912574	hypo	case		0.257455323252017	0.66	0.66	1.2	0.660966753580126	5
chr21	39927699	39931709	4011	84	23.6577380952381	0.171303980075416	0.171303980075416	0.190438870149761	0.190438870149761	hyper	case		0.0796050804818199	0.66	0.66	1.2	0.660966753580126	5
chr20	19240839	19242805	1967	70	20.9985714285714	-0.237286780043606	0.237286780043606	-0.256788239614394	0.256788239614394	hypo	case		0.477793729901894	0.66	0.66	1.2	0.660966753580126	5
chr20	13975420	13978168	2749	50	20.761	-0.305518376064003	0.305518376064003	-0.338748590689996	0.338748590689996	hypo	case		0.357616039175278	0.66	0.66	1.2	0.660966753580126	5
chr20	53159982	53163672	3691	70	24.9628571428571	-0.24886065716063	0.24886065716063	-0.2574701600335	0.2574701600335	hypo	case		0.588628659436303	0.66	0.66	1.2	0.660966753580126	5
chr21	13493857	13497855	3999	56	23.1723214285714	0.217381533150018	0.217381533150018	0.234360609882596	0.234360609882596	hyper	case		0.120962002449502	0.66	0.66	1.2	0.660966753580126	5
chr21	38599399	38601618	2220	56	21.2276785714286	-0.242169786201008	0.242169786201008	-0.25844709480221	0.25844709480221	hypo	case		0.350671099215025	0.66	0.66	1.2	0.660966753580126	5
chr20	28768909	28773512	4604	70	34.895	-0.218511702897495	0.218511702897495	-0.241158946313235	0.241158946313235	hypo	case		0.229972135629089	0.66	0.66	1.2	0.660966753580126	5
chr21	38519275	38522125	2851	58	24.1974137931035	-0.196840429715001	0.196840429715001	-0.24277855994657	0.24277855994657	hypo	case		0.761017295259626	0.66	0.761017295259626	2.8	0.682213840132396	5
chr20	37735990	37738898	2909	58	22.0741379310345	-0.284105535790774	0.284105535790774	-0.278975159064527	0.278975159064527	hypo	case		0.584148310169983	0.66	0.66	1.2	0.660966753580126	5
chr21	38022550	38026012	3463	104	22.2144230769231	-0.239886697998844	0.239886697998844	-0.246257300638004	0.246257300638004	hypo	case		0.274426341071866	0.66	0.66	1.2	0.660966753580126	5
chr20	4263253	4267649	4397	76	23.7822368421053	-0.282830918081199	0.282830918081199	-0.295046615658099	0.295046615658099	hypo	case		0.219118656796016	0.66	0.66	1.2	0.660966753580126	5
chr20	34234452	34236749	2298	78	24.9544871794872	-0.297751461351462	0.297751461351462	-0.289620592893376	0.289620592893376	hypo	case		0.601201088708388	0.66	0.66	1.2	0.660966753580126	5
chr21	38033227	38036422	3196	78	21.7717948717949	-0.276926395233244	0.276926395233244	-0.284322455235825	0.284322455235825	hypo	case		0.99	0.66	0.99	2.8	0.682213840132396	5
chr20	22091254	22095731	4478	56	24.1669642857143	-0.266381599836766	0.266381599836766	-0.274192413278907	0.274192413278907	hypo	case		0.163385452404308	0.66	0.66	1.2	0.660966753580126	5
chr21	5065097	5068668	3572	74	11.4952702702703	-0.231769233980711	0.231769233980711	-0.233010958962851	0.233010958962851	hypo	case		0.99	0.66	0.99	2.8	0.682213840132396	5
chr20	15595882	15600742	4861	96	22.553125	-0.250508823659212	0.250508823659212	-0.268094273914552	0.268094273914552	hypo	case		0.550139679972574	0.66	0.66	1.2	0.660966753580126	5
chr20	6870542	6873551	3010	64	21.41640625	0.197955769218129	0.197955769218129	0.212934582867603	0.212934582867603	hyper	case		0.248243634277834	0.66	0.66	1.2	0.660966753580126	5
chr20	10422255	10425292	3038	74	23.6040540540541	0.29770150538186	0.29770150538186	0.280980148140312	0.280980148140312	hyper	case		0.115995564581811	0.66	0.66	1.2	0.660966753580126	5
chr20	35897375	35901731	4357	124	22.5439516129032	-0.280888043445837	0.280888043445837	-0.29779980189885	0.29779980189885	hypo	case		0.0773776248863367	0.66	0.66	1.2	0.660966753580126	5
chr21	37812615	37817196	4582	106	22.8259433962264	0.218677049341977	0.218677049341977	0.267867824288198	0.267867824288198	hyper	case		0.295445071432296	0.66	0.66	1.2	0.660966753580126	5
chr20	28736402	28738608	2207	63	28.4984126984127	0.190655410066214	0.190655410066214	0.221064039214468	0.221064039214468	hyper	case		0.472060018220041	0.66	0.66	1.2	0.660966753580126	5
chr20	27812282	27815673	3392	50	17.152	-0.254509625716635	0.254509625716635	-0.296892635155199	0.296892635155199	hypo	case		0.155624995246189	0.66	0.66	1.2	0.660966753580126	5
chr20	39761693	39764347	2655	58	19.6586206896552	0.176233133381032	0.176233133381032	0.205973868671054	0.205973868671054	hyper	case		0.351497604559625	0.66	0.66	1.2	0.660966753580126	5
chr20	16623069	16624573	1505	59	22.3406779661017	-0.302066768792781	0.302066768792781	-0.312863871098954	0.312863871098954	hypo	case		0.193770891516738	0.66	0.66	1.2	0.660966753580126	5
chr21	22734207	22736592	2386	50	24.99	-0.218782516905684	0.218782516905684	-0.224268959553981	0.224268959553981	hypo	case		0.761318944615806	0.66	0.761318944615806	2.8	0.682213840132396	5
chr21	40100527	40103094	2568	53	23.5028301886792	0.161540246487098	0.161540246487098	0.205590644519548	0.205590644519548	hyper	case		0.485937152297439	0.66	0.66	1.2	0.660966753580126	5
chr20	53584395	53587181	2787	60	22.825	-0.258095314755572	0.258095314755572	-0.262387488002021	0.262387488002021	hypo	case		0.286988971689071	0.66	0.66	1.2	0.660966753580126	5
chr20	5547623	5550149	2527	50	21.726	0.217507207217862	0.217507207217862	0.263568873129173	0.263568873129173	hyper	case		0.42253950015975	0.66	0.66	1.2	0.660966753580126	5
