seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	47602692	47607056	4365	102	21.6004901960784	-0.272569133354015	0.272569133354015	-0.310181216237532	0.310181216237532	hypo	case		0.48575093025576	0.36	0.48575093025576	0.5	0.523027894488147	5
chr21	40732822	40735341	2520	52	21.7269230769231	-0.340645642007774	0.340645642007774	-0.393765195235622	0.393765195235622	hypo	case		0.482087893858553	0.36	0.482087893858553	0.5	0.523027894488147	5
chr21	37275050	37278618	3569	138	25.963768115942	-0.312185413584762	0.312185413584762	-0.30243847435958	0.30243847435958	hypo	case		0.60170088260157	0.36	0.60170088260157	0.7	0.596779781291671	5
chr21	19792013	19796153	4141	99	21.2222222222222	-0.355828446931719	0.355828446931719	-0.355616748539874	0.355616748539874	hypo	case		0.0598912426460048	0.36	0.36	0.3	0.360465065495751	5
chr20	43516817	43520331	3515	82	25.1219512195122	-0.362294027465673	0.362294027465673	-0.394781304236323	0.394781304236323	hypo	case		0.0667743320318868	0.36	0.36	0.3	0.360465065495751	5
chr20	13617505	13620534	3030	62	20.9274193548387	-0.383853280396973	0.383853280396973	-0.413615169963155	0.413615169963155	hypo	case		0.5211783409442	0.36	0.5211783409442	0.5	0.523027894488147	5
chr20	5879574	5882440	2867	80	22.93625	-0.271135430290063	0.271135430290063	-0.289590219635582	0.289590219635582	hypo	case		0.764322919121284	0.36	0.764322919121284	2.8	0.682213840132396	5
chr20	23204426	23208057	3632	98	22.0994897959184	0.302617257866529	0.302617257866529	0.354168687200697	0.354168687200697	hyper	case		0.313313105160117	0.36	0.36	0.3	0.360465065495751	5
chr20	19243324	19247668	4345	78	21.7826923076923	-0.325156556820402	0.325156556820402	-0.325854751761397	0.325854751761397	hypo	case		0.321052023645938	0.36	0.36	0.3	0.360465065495751	5
chr21	37404138	37408383	4246	72	21.0131944444444	-0.259343031430771	0.259343031430771	-0.260453474499476	0.260453474499476	hypo	case		0.765465863691262	0.36	0.765465863691262	2.8	0.682213840132396	5
chr20	5830148	5834177	4030	98	22.0989795918367	0.312149313806291	0.312149313806291	0.354299899271911	0.354299899271911	hyper	case		0.189011554796025	0.36	0.36	0.3	0.360465065495751	5
chr20	43865927	43870035	4109	82	19.5371951219512	-0.362343399013008	0.362343399013008	-0.383918815851872	0.383918815851872	hypo	case		0.509189884818275	0.36	0.509189884818275	0.5	0.523027894488147	5
chr21	33208028	33210600	2573	54	22.7722222222222	-0.408542257714923	0.408542257714923	-0.412343702895271	0.412343702895271	hypo	case		0.679490127901276	0.36	0.679490127901276	2.8	0.682213840132396	5
