seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr21	28976397	28980664	4268	92	23.4548913043478	-0.249062159358511	0.249062159358511	-0.258527520797288	0.258527520797288	hypo	case		0.241981954600202	0.66	0.66	1.2	0.660966753580126	5
chr20	50921470	50924358	2889	74	23.2560810810811	0.174697658786878	0.174697658786878	0.171393826671858	0.171393826671858	hyper	case		0.565577152475695	0.66	0.66	1.2	0.660966753580126	5
chr21	30466330	30469728	3399	50	19.337	-0.176031086615595	0.176031086615595	-0.208543666173464	0.208543666173464	hypo	case		0.341382940274765	0.66	0.66	1.2	0.660966753580126	5
chr21	15410852	15414793	3942	52	22.3394230769231	-0.193754151103828	0.193754151103828	-0.226374327879207	0.226374327879207	hypo	case		0.428787311656133	0.66	0.66	1.2	0.660966753580126	5
chr20	7131131	7133380	2250	50	21.421	0.14582210273213	0.14582210273213	0.172152399193575	0.172152399193575	hyper	case		0.155222877308383	0.66	0.66	1.2	0.660966753580126	5
chr20	12356771	12361043	4273	62	22.2790322580645	-0.173565871207079	0.173565871207079	-0.171177632792043	0.171177632792043	hypo	case		0.378905769989697	0.66	0.66	1.2	0.660966753580126	5
chr20	7847486	7851380	3895	70	22.9914285714286	-0.164602953633059	0.164602953633059	-0.188236042313829	0.188236042313829	hypo	case		0.203736377534655	0.66	0.66	1.2	0.660966753580126	5
chr20	23230667	23234961	4295	119	22.3302521008403	0.113958346936825	0.113958346936825	0.127871451120456	0.127871451120456	hyper	case		0.342836664255068	0.66	0.66	1.2	0.660966753580126	5
chr21	25697627	25699718	2092	74	24.4695945945946	-0.209828904561756	0.209828904561756	-0.207197150244135	0.207197150244135	hypo	case		0.146252075087618	0.66	0.66	1.2	0.660966753580126	5
chr21	39984010	39988344	4335	107	22.5327102803738	0.105193339387607	0.105193339387607	0.114791583911843	0.114791583911843	hyper	case		0.496910874521525	0.66	0.66	1.2	0.660966753580126	5
