seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	21494084	21495476	1393	12	100	0.322882288228823	0.322882288228823	0.335005041295464	0.335005041295464	hyper	case	hg19	0.185996461288363	0.33	0.33	0.2	0.413269066214282	5
chr20	30195969	30196714	746	6	100	0.198599859985999	0.198599859985999	0.210615266970567	0.210615266970567	hyper	case	hg19	0.379966912531193	0.33	0.379966912531193	0.2	0.413269066214282	5
chr20	33759150	33760017	868	8	100	0.222552255225523	0.222552255225523	0.227123821458751	0.227123821458751	hyper	case	hg19	0.99	0.33	0.99	1.3	0.842949189257917	5
chr21	45379489	45379721	233	5	100	-0.305590559055906	0.305590559055906	-0.318339455984156	0.318339455984156	hypo	case	hg19	0.13143280079047	0.33	0.33	0.2	0.413269066214282	5
chr21	43490967	43491755	789	7	100	-0.346054605460546	0.346054605460546	-0.353432579724374	0.353432579724374	hypo	case	hg19	0.233410733336969	0.33	0.33	0.2	0.413269066214282	5
chr20	19915716	19916087	372	6	100	0.232173217321732	0.232173217321732	0.247617309570255	0.247617309570255	hyper	case	hg19	0.514547619583881	0.33	0.514547619583881	0.3	0.606363158428286	5
chr20	56725695	56726185	491	11	100	0.313711371137114	0.313711371137114	0.317872531747983	0.317872531747983	hyper	case	hg19	0.381928413495448	0.33	0.381928413495448	0.2	0.413269066214282	5
chr21	26979779	26980353	575	6	100	0.279307930793079	0.279307930793079	0.283851155086801	0.283851155086801	hyper	case	hg19	0.252026489596436	0.33	0.33	0.2	0.413269066214282	5
chr21	43198283	43198797	515	6	100	-0.186658665866587	0.186658665866587	-0.200447244426212	0.200447244426212	hypo	case	hg19	0.673815897076124	0.33	0.673815897076124	2.2	0.692757656839758	5
chr21	38377938	38379570	1633	7	100	0.35953595359536	0.35953595359536	0.364735094875233	0.364735094875233	hyper	case	hg19	0.369698719276589	0.33	0.369698719276589	0.2	0.413269066214282	5
chr20	57594082	57594513	432	5	100	-0.125492549254925	0.125492549254925	-0.140247462426553	0.140247462426553	hypo	case	hg19	0.35849194044451	0.33	0.35849194044451	0.2	0.413269066214282	5
chr20	45141911	45142336	426	7	100	0.227402740274027	0.227402740274027	0.228375383799063	0.228375383799063	hyper	case	hg19	0.746845319748826	0.33	0.746845319748826	1.9	0.750156212573892	5
chr21	27944586	27945708	1123	5	100	0.291809180918092	0.291809180918092	0.302064792708254	0.302064792708254	hyper	case	hg19	0.247085194003397	0.33	0.33	0.2	0.413269066214282	5
chr21	43373079	43374650	1572	8	100	0.296059605960596	0.296059605960596	0.299759143862368	0.299759143862368	hyper	case	hg19	0.306178944316089	0.33	0.33	0.2	0.413269066214282	5
chr20	34542109	34542777	669	8	100	0.344514451445145	0.344514451445145	0.3454310417564	0.3454310417564	hyper	case	hg19	0.162081356477527	0.33	0.33	0.2	0.413269066214282	5
