seqnames	start	end	width	num_sites	cov	delta_beta	delta_beta_abs	intended_delta_beta	intended_delta_beta_abs	direction	case_group	genome	background_corr_target	expected_correlation	corr_target	corr_sd_used	corr_metric_estimate	neighbor_window
chr20	1379680	1384277	4598	64	22.6125	-0.242205856187953	0.242205856187953	-0.245065749200548	0.245065749200548	hypo	case		0.088985584172647	0.7	0.7	2.8	0.682213840132396	5
chr20	19406730	19409461	2732	60	20.8916666666667	-0.323934005795835	0.323934005795835	-0.350221331917675	0.350221331917675	hypo	case		0.309757907041695	0.7	0.7	2.8	0.682213840132396	5
chr21	9355509	9358153	2645	66	78.9787878787879	-0.24297024521965	0.24297024521965	-0.269723672520663	0.269723672520663	hypo	case		0.145906290514579	0.7	0.7	2.8	0.682213840132396	5
chr21	33098223	33099966	1744	98	20.8525510204082	-0.316697360092425	0.316697360092425	-0.335715817623678	0.335715817623678	hypo	case		0.99	0.7	0.99	2.8	0.682213840132396	5
chr21	13525105	13529282	4178	86	22.1976744186047	-0.246803736841429	0.246803736841429	-0.264941546750364	0.264941546750364	hypo	case		0.616070038974194	0.7	0.7	2.8	0.682213840132396	5
chr20	29433407	29436512	3106	50	17.139	-0.231310897899537	0.231310897899537	-0.236603731782146	0.238632968321769	hypo	case		0.888925418952008	0.7	0.888925418952008	2.8	0.682213840132396	5
chr20	18534169	18536679	2511	60	24.76	-0.359033305887822	0.359033305887822	-0.353322036935822	0.353322036935822	hypo	case		0.469141685510718	0.7	0.7	2.8	0.682213840132396	5
chr20	8150409	8155237	4829	52	23.0769230769231	-0.283169061616778	0.283169061616778	-0.30731352284645	0.30731352284645	hypo	case		0.509479092054859	0.7	0.7	2.8	0.682213840132396	5
chr21	16551094	16553545	2452	54	20.2361111111111	-0.23344657871163	0.23344657871163	-0.221836024942156	0.221836024942156	hypo	case		0.150340549583032	0.7	0.7	2.8	0.682213840132396	5
chr21	30261309	30266113	4805	80	20.7875	-0.304277792571047	0.304277792571047	-0.340686695168537	0.340686695168537	hypo	case		0.156007235736569	0.7	0.7	2.8	0.682213840132396	5
chr21	40202203	40206401	4199	60	21.695	-0.34679954528071	0.34679954528071	-0.368737809862149	0.368737809862149	hypo	case		0.0893149142092569	0.7	0.7	2.8	0.682213840132396	5
chr21	39902653	39906045	3393	109	21.2807339449541	-0.330479174803966	0.330479174803966	-0.333080043398365	0.333080043398365	hypo	case		0.495792950854568	0.7	0.7	2.8	0.682213840132396	5
chr20	59443582	59447484	3903	98	23.9183673469388	-0.337422013117405	0.337422013117405	-0.366263554807961	0.366263554807961	hypo	case		0.249731953127548	0.7	0.7	2.8	0.682213840132396	5
chr21	37404138	37408383	4246	72	21.0131944444444	-0.302443849872685	0.302443849872685	-0.339942042665154	0.339942042665154	hypo	case		0.119124052251408	0.7	0.7	2.8	0.682213840132396	5
